1775804369.7764, 0.278, 0.001,1775804368.6764, 0.058, 0.040, 0.026
1775804369.8764, 0.280, 0.003,1775804369.8764, 0.021, 0.017, 0.024
1775804369.9764, 0.281, 0.004,1775804369.8764, 0.021, 0.017, 0.024
1775804370.0764, 0.283, 0.007,1775804369.8764, 0.021, 0.017, 0.024
1775804370.1764, 0.284, 0.009,1775804369.8764, 0.021, 0.017, 0.024
1775804370.2764, 0.286, 0.013,1775804369.8764, 0.021, 0.017, 0.024
1775804370.3764, 0.287, 0.009,1775804369.8764, 0.021, 0.017, 0.024
1775804370.4764, 0.288, 0.006,1775804369.8764, 0.021, 0.017, 0.024
1775804370.5764, 0.290, 0.005,1775804369.8764, 0.021, 0.017, 0.024
1775804370.6764, 0.291, 0.003,1775804369.8764, 0.021, 0.017, 0.024
1775804370.7764, 0.293, 0.015,1775804369.8764, 0.021, 0.017, 0.024
1775804370.8764, 0.294, 0.021,1775804369.8764, 0.021, 0.017, 0.024
1775804370.9764, 0.295, 0.012,1775804369.8764, 0.021, 0.017, 0.024
1775804371.0764, 0.296, 0.013,1775804371.0764, 0.063, 0.027, 0.044
1775804371.1764, 0.297, 0.011,1775804371.0764, 0.063, 0.027, 0.044
1775804371.2764, 0.299, 0.012,1775804371.0764, 0.063, 0.027, 0.044
1775804371.3764, 0.300, 0.015,1775804371.0764, 0.063, 0.027, 0.044
1775804371.4764, 0.301, 0.013,1775804371.0764, 0.063, 0.027, 0.044
1775804371.5764, 0.302, 0.010,1775804371.0764, 0.063, 0.027, 0.044
1775804371.6764, 0.304, 0.012,1775804371.0764, 0.063, 0.027, 0.044
1775804371.7764, 0.305, 0.014,1775804371.0764, 0.063, 0.027, 0.044
1775804371.8764, 0.306, 0.013,1775804371.0764, 0.063, 0.027, 0.044
1775804371.9764, 0.307, 0.011,1775804371.0764, 0.063, 0.027, 0.044
1775804372.0764, 0.309, 0.014,1775804371.0764, 0.063, 0.027, 0.044
1775804372.1764, 0.310, 0.009,1775804371.0764, 0.063, 0.027, 0.044
1775804372.2764, 0.311, 0.007,1775804372.2764, 0.042, 0.023, 0.042
1775804372.3764, 0.312, 0.004,1775804372.2764, 0.042, 0.023, 0.042
1775804372.4764, 0.314, 0.005,1775804372.2764, 0.042, 0.023, 0.042
1775804372.5764, 0.315, 0.004,1775804372.2764, 0.042, 0.023, 0.042
1775804372.6764, 0.317, 0.011,1775804372.2764, 0.042, 0.023, 0.042
1775804372.7764, 0.318, 0.009,1775804372.2764, 0.042, 0.023, 0.042
1775804372.8764, 0.319, 0.009,1775804372.2764, 0.042, 0.023, 0.042
1775804372.9764, 0.321, 0.016,1775804372.2764, 0.042, 0.023, 0.042
1775804373.0764, 0.322, 0.018,1775804372.2764, 0.042, 0.023, 0.042
1775804373.1764, 0.323, 0.020,1775804372.2764, 0.042, 0.023, 0.042
1775804373.2764, 0.324, 0.021,1775804372.2764, 0.042, 0.023, 0.042
1775804373.3764, 0.325, 0.017,1775804372.2764, 0.042, 0.023, 0.042
1775804373.4764, 0.326, 0.013,1775804373.4764, 0.040, 0.035, 0.051
1775804373.5764, 0.327, 0.013,1775804373.4764, 0.040, 0.035, 0.051
1775804373.6764, 0.328, 0.016,1775804373.4764, 0.040, 0.035, 0.051
1775804373.7764, 0.330, 0.016,1775804373.4764, 0.040, 0.035, 0.051
1775804373.8764, 0.331, 0.014,1775804373.4764, 0.040, 0.035, 0.051
1775804373.9764, 0.332, 0.023,1775804373.4764, 0.040, 0.035, 0.051
1775804374.0764, 0.333, 0.019,1775804373.4764, 0.040, 0.035, 0.051
1775804374.1764, 0.334, 0.017,1775804373.4764, 0.040, 0.035, 0.051
1775804374.2764, 0.335, 0.021,1775804373.4764, 0.040, 0.035, 0.051
1775804374.3764, 0.336, 0.039,1775804373.4764, 0.040, 0.035, 0.051
1775804374.4764, 0.337, 0.015,1775804373.4764, 0.040, 0.035, 0.051
1775804374.5764, 0.338, 0.005,1775804373.4764, 0.040, 0.035, 0.051
1775804374.6764, 0.339, 0.014,1775804374.6764, 0.065, 0.058, 0.096
1775804374.7764, 0.341, 0.026,1775804374.6764, 0.065, 0.058, 0.096
1775804374.8764, 0.341, 0.024,1775804374.6764, 0.065, 0.058, 0.096
1775804374.9764, 0.342, 0.025,1775804374.6764, 0.065, 0.058, 0.096
1775804375.0764, 0.343, 0.023,1775804374.6764, 0.065, 0.058, 0.096
1775804375.1764, 0.344, 0.031,1775804374.6764, 0.065, 0.058, 0.096
